Batch Name,Number of Ballots
WAYNE COUNTY DETROIT CITY 04054,161
WAYNE COUNTY DETROIT CITY 04055,344
WAYNE COUNTY DETROIT CITY 04056,258
WAYNE COUNTY DETROIT CITY 04057,215
WAYNE COUNTY DETROIT CITY 04058,215
WAYNE COUNTY DETROIT CITY 04059,223
WAYNE COUNTY DETROIT CITY 04060,333
WAYNE COUNTY DETROIT CITY 03061,268
WAYNE COUNTY DETROIT CITY 03062,138
WAYNE COUNTY DETROIT CITY 03063,426
WAYNE COUNTY DETROIT CITY 03064,268
WAYNE COUNTY DETROIT CITY 03065,326
WAYNE COUNTY DETROIT CITY 03066,451
WAYNE COUNTY DETROIT CITY 03067,256
WAYNE COUNTY DETROIT CITY 03068,463
WAYNE COUNTY DETROIT CITY 03069,340
WAYNE COUNTY DETROIT CITY 03070,224
WAYNE COUNTY DETROIT CITY 03071,351
WAYNE COUNTY DETROIT CITY 03072,309
WAYNE COUNTY DETROIT CITY 03073,329
WAYNE COUNTY DETROIT CITY 03074,314
WAYNE COUNTY DETROIT CITY 03075,387
WAYNE COUNTY DETROIT CITY 04076,128
WAYNE COUNTY DETROIT CITY 03077,163
WAYNE COUNTY DETROIT CITY 03078,146
WAYNE COUNTY DETROIT CITY 03079,262
WAYNE COUNTY DETROIT CITY 03080,296
WAYNE COUNTY DETROIT CITY 03081,428
WAYNE COUNTY DETROIT CITY 03082,377
WAYNE COUNTY DETROIT CITY 03083,470
WAYNE COUNTY DETROIT CITY 03084,466
WAYNE COUNTY DETROIT CITY 03085,229
WAYNE COUNTY DETROIT CITY 03086,365
WAYNE COUNTY DETROIT CITY 03087,48
WAYNE COUNTY DETROIT CITY 03088,394
WAYNE COUNTY DETROIT CITY 03089,224
WAYNE COUNTY DETROIT CITY 03090,4
WAYNE COUNTY DETROIT CITY 03091,363
WAYNE COUNTY DETROIT CITY 03092,291
WAYNE COUNTY DETROIT CITY 03093,231
WAYNE COUNTY DETROIT CITY 03094,346
WAYNE COUNTY DETROIT CITY 03095,341
WAYNE COUNTY DETROIT CITY 03096,223
WAYNE COUNTY DETROIT CITY 03097,238
WAYNE COUNTY DETROIT CITY 05098,307
WAYNE COUNTY DETROIT CITY 05099,84
WAYNE COUNTY DETROIT CITY 03100,152
WAYNE COUNTY DETROIT CITY 03101,19
WAYNE COUNTY DETROIT CITY 03102,215
WAYNE COUNTY DETROIT CITY 04103,194
WAYNE COUNTY DETROIT CITY 04104,134
WAYNE COUNTY DETROIT CITY 04105,129
WAYNE COUNTY DETROIT CITY 04106,363
WAYNE COUNTY DETROIT CITY 03107,132
WAYNE COUNTY DETROIT CITY 03108,256
WAYNE COUNTY DETROIT CITY 04109,0
WAYNE COUNTY DETROIT CITY 04110,383
WAYNE COUNTY DETROIT CITY 04111,299
WAYNE COUNTY DETROIT CITY 04112,203
WAYNE COUNTY DETROIT CITY 04113,190
WAYNE COUNTY DETROIT CITY 04114,188
WAYNE COUNTY DETROIT CITY 05115,446
WAYNE COUNTY DETROIT CITY 05116,226
WAYNE COUNTY DETROIT CITY 05117,168
WAYNE COUNTY DETROIT CITY 05118,332
WAYNE COUNTY DETROIT CITY 05119,250
WAYNE COUNTY DETROIT CITY 05120,239
WAYNE COUNTY DETROIT CITY 05121,302
WAYNE COUNTY DETROIT CITY 05122,211
WAYNE COUNTY DETROIT CITY 05123,418
WAYNE COUNTY DETROIT CITY 05124,468
WAYNE COUNTY DETROIT CITY 05125,291
WAYNE COUNTY DETROIT CITY 05126,439
WAYNE COUNTY DETROIT CITY 05127,237
WAYNE COUNTY DETROIT CITY 05128,323
WAYNE COUNTY DETROIT CITY 05129,263
WAYNE COUNTY DETROIT CITY 05130,251
WAYNE COUNTY DETROIT CITY 05131,314
WAYNE COUNTY DETROIT CITY 05132,545
WAYNE COUNTY DETROIT CITY 05133,408
WAYNE COUNTY DETROIT CITY 05134,395
WAYNE COUNTY DETROIT CITY 05135,247
WAYNE COUNTY DETROIT CITY 05136,502
WAYNE COUNTY DETROIT CITY 05137,251
WAYNE COUNTY DETROIT CITY 05138,199
WAYNE COUNTY DETROIT CITY 05139,280
WAYNE COUNTY DETROIT CITY 05140,134
WAYNE COUNTY DETROIT CITY 05141,381
WAYNE COUNTY DETROIT CITY 05142,205
WAYNE COUNTY DETROIT CITY 06143,324
WAYNE COUNTY DETROIT CITY 06144,314
WAYNE COUNTY DETROIT CITY 06145,258
WAYNE COUNTY DETROIT CITY 06146,366
WAYNE COUNTY DETROIT CITY 06147,496
WAYNE COUNTY DETROIT CITY 06148,0
WAYNE COUNTY DETROIT CITY 06149,350
WAYNE COUNTY DETROIT CITY 06150,353
WAYNE COUNTY DETROIT CITY 06151,327
WAYNE COUNTY DETROIT CITY 05152,197
WAYNE COUNTY DETROIT CITY 06153,235
WAYNE COUNTY DETROIT CITY 06154,84
WAYNE COUNTY DETROIT CITY 05155,168
WAYNE COUNTY DETROIT CITY 05156,390
WAYNE COUNTY DETROIT CITY 06157,425
WAYNE COUNTY DETROIT CITY 05158,441
WAYNE COUNTY DETROIT CITY 05159,266
WAYNE COUNTY DETROIT CITY 05160,330
WAYNE COUNTY DETROIT CITY 05161,405
WAYNE COUNTY DETROIT CITY 05162,129
WAYNE COUNTY DETROIT CITY 05163,428
WAYNE COUNTY DETROIT CITY 05164,413
WAYNE COUNTY DETROIT CITY 05165,211
WAYNE COUNTY DETROIT CITY 05166,303
WAYNE COUNTY DETROIT CITY 05167,384
WAYNE COUNTY DETROIT CITY 05168,251
WAYNE COUNTY DETROIT CITY 05169,216
WAYNE COUNTY DETROIT CITY 05170,216
WAYNE COUNTY DETROIT CITY 05171,158
WAYNE COUNTY DETROIT CITY 03172,277
WAYNE COUNTY DETROIT CITY 03173,85
WAYNE COUNTY DETROIT CITY 03174,253
WAYNE COUNTY DETROIT CITY 03175,159
WAYNE COUNTY DETROIT CITY 03176,233
WAYNE COUNTY DETROIT CITY 03177,388
WAYNE COUNTY DETROIT CITY 03178,304
WAYNE COUNTY DETROIT CITY 03179,368
WAYNE COUNTY DETROIT CITY 03180,100
WAYNE COUNTY DETROIT CITY 03181,108
WAYNE COUNTY DETROIT CITY 03182,441
WAYNE COUNTY DETROIT CITY 03183,224
WAYNE COUNTY DETROIT CITY 03184,502
WAYNE COUNTY DETROIT CITY 03185,133
WAYNE COUNTY DETROIT CITY 03186,194
WAYNE COUNTY DETROIT CITY 03187,284
WAYNE COUNTY DETROIT CITY 03188,270
WAYNE COUNTY DETROIT CITY 03189,259
WAYNE COUNTY DETROIT CITY 03190,304
WAYNE COUNTY DETROIT CITY 03191,332
WAYNE COUNTY DETROIT CITY 03192,313
WAYNE COUNTY DETROIT CITY 03193,254
WAYNE COUNTY DETROIT CITY 03194,254
WAYNE COUNTY DETROIT CITY 03195,235
WAYNE COUNTY DETROIT CITY 03196,298
WAYNE COUNTY DETROIT CITY 03197,133
WAYNE COUNTY DETROIT CITY 02198,172
WAYNE COUNTY DETROIT CITY 02199,210
WAYNE COUNTY DETROIT CITY 02200,230
WAYNE COUNTY DETROIT CITY 02201,335
WAYNE COUNTY DETROIT CITY 02202,276
WAYNE COUNTY DETROIT CITY 02203,304
WAYNE COUNTY DETROIT CITY 02204,283
WAYNE COUNTY DETROIT CITY 02205,197
WAYNE COUNTY DETROIT CITY 02206,199
WAYNE COUNTY DETROIT CITY 02207,489
WAYNE COUNTY DETROIT CITY 02208,459
WAYNE COUNTY DETROIT CITY 02209,300
WAYNE COUNTY DETROIT CITY 02210,211
WAYNE COUNTY DETROIT CITY 02211,194
WAYNE COUNTY DETROIT CITY 02212,320
WAYNE COUNTY DETROIT CITY 02213,241
WAYNE COUNTY DETROIT CITY 02214,290
WAYNE COUNTY DETROIT CITY 02215,416
WAYNE COUNTY DETROIT CITY 02216,159
WAYNE COUNTY DETROIT CITY 02217,435
WAYNE COUNTY DETROIT CITY 05218,241
WAYNE COUNTY DETROIT CITY 02219,237
WAYNE COUNTY DETROIT CITY 05220,314
WAYNE COUNTY DETROIT CITY 02221,350
WAYNE COUNTY DETROIT CITY 02222,169
WAYNE COUNTY DETROIT CITY 02223,430
WAYNE COUNTY DETROIT CITY 02224,168
WAYNE COUNTY DETROIT CITY 02225,480
WAYNE COUNTY DETROIT CITY 02226,281
WAYNE COUNTY DETROIT CITY 02227,310
WAYNE COUNTY DETROIT CITY 02228,232
WAYNE COUNTY DETROIT CITY 02229,412
WAYNE COUNTY DETROIT CITY 02230,342
WAYNE COUNTY DETROIT CITY 02231,398
WAYNE COUNTY DETROIT CITY 02232,460
WAYNE COUNTY DETROIT CITY 02233,461
WAYNE COUNTY DETROIT CITY 02234,307
WAYNE COUNTY DETROIT CITY 02235,206
WAYNE COUNTY DETROIT CITY 02236,463
WAYNE COUNTY DETROIT CITY 02237,378
WAYNE COUNTY DETROIT CITY 02238,274
WAYNE COUNTY DETROIT CITY 02239,258
WAYNE COUNTY DETROIT CITY 02240,278
WAYNE COUNTY DETROIT CITY 02241,317
WAYNE COUNTY DETROIT CITY 02242,397
WAYNE COUNTY DETROIT CITY 02243,212
WAYNE COUNTY DETROIT CITY 02244,405
WAYNE COUNTY DETROIT CITY 02245,450
WAYNE COUNTY DETROIT CITY 02246,270
WAYNE COUNTY DETROIT CITY 02247,251
WAYNE COUNTY DETROIT CITY 02248,206
WAYNE COUNTY DETROIT CITY 02249,385
WAYNE COUNTY DETROIT CITY 02250,421
WAYNE COUNTY DETROIT CITY 01251,257
WAYNE COUNTY DETROIT CITY 01252,263
WAYNE COUNTY DETROIT CITY 01253,278
WAYNE COUNTY DETROIT CITY 01254,410
WAYNE COUNTY DETROIT CITY 02255,191
WAYNE COUNTY DETROIT CITY 02256,256
WAYNE COUNTY DETROIT CITY 02257,500
WAYNE COUNTY DETROIT CITY 02258,406
WAYNE COUNTY DETROIT CITY 02259,342
WAYNE COUNTY DETROIT CITY 02260,328
WAYNE COUNTY DETROIT CITY 01261,230
WAYNE COUNTY DETROIT CITY 01262,267
WAYNE COUNTY DETROIT CITY 01263,466
WAYNE COUNTY DETROIT CITY 01264,365
WAYNE COUNTY DETROIT CITY 01265,509
WAYNE COUNTY DETROIT CITY 01266,149
WAYNE COUNTY DETROIT CITY 01267,172
WAYNE COUNTY DETROIT CITY 01268,216
WAYNE COUNTY DETROIT CITY 01269,185
WAYNE COUNTY DETROIT CITY 01270,162
WAYNE COUNTY DETROIT CITY 01271,416
WAYNE COUNTY DETROIT CITY 01272,168
WAYNE COUNTY DETROIT CITY 01273,155
WAYNE COUNTY DETROIT CITY 01274,278
WAYNE COUNTY DETROIT CITY 01275,291
WAYNE COUNTY DETROIT CITY 01276,514
WAYNE COUNTY DETROIT CITY 01277,204
WAYNE COUNTY DETROIT CITY 01278,292
WAYNE COUNTY DETROIT CITY 01279,436
WAYNE COUNTY DETROIT CITY 01280,351
WAYNE COUNTY DETROIT CITY 01281,447
WAYNE COUNTY DETROIT CITY 01282,327
WAYNE COUNTY DETROIT CITY 01283,198
WAYNE COUNTY DETROIT CITY 01284,347
WAYNE COUNTY DETROIT CITY 01285,368
WAYNE COUNTY DETROIT CITY 01286,424
WAYNE COUNTY DETROIT CITY 01287,431
WAYNE COUNTY DETROIT CITY 02288,403
WAYNE COUNTY DETROIT CITY 02289,258
WAYNE COUNTY DETROIT CITY 02290,244
WAYNE COUNTY DETROIT CITY 02291,366
WAYNE COUNTY DETROIT CITY 02292,388
WAYNE COUNTY DETROIT CITY 02293,246
WAYNE COUNTY DETROIT CITY 02294,392
WAYNE COUNTY DETROIT CITY 02295,228
WAYNE COUNTY DETROIT CITY 02296,311
WAYNE COUNTY DETROIT CITY 01297,414
WAYNE COUNTY DETROIT CITY 01298,451
WAYNE COUNTY DETROIT CITY 01299,188
WAYNE COUNTY DETROIT CITY 01300,330
WAYNE COUNTY DETROIT CITY 01301,201
WAYNE COUNTY DETROIT CITY 01302,233
WAYNE COUNTY DETROIT CITY 01303,208
WAYNE COUNTY DETROIT CITY 01304,262
WAYNE COUNTY DETROIT CITY 01305,434
WAYNE COUNTY DETROIT CITY 01306,434
WAYNE COUNTY DETROIT CITY 01307,326
WAYNE COUNTY DETROIT CITY 01308,393
WAYNE COUNTY DETROIT CITY 01309,221
WAYNE COUNTY DETROIT CITY 01310,240
WAYNE COUNTY DETROIT CITY 01311,392
WAYNE COUNTY DETROIT CITY 01312,448
WAYNE COUNTY DETROIT CITY 02313,240
WAYNE COUNTY DETROIT CITY 02314,242
WAYNE COUNTY DETROIT CITY 01315,485
WAYNE COUNTY DETROIT CITY 01316,398
WAYNE COUNTY DETROIT CITY 01317,215
WAYNE COUNTY DETROIT CITY 01318,241
WAYNE COUNTY DETROIT CITY 01319,259
WAYNE COUNTY DETROIT CITY 01320,251
WAYNE COUNTY DETROIT CITY 01321,343
WAYNE COUNTY DETROIT CITY 01322,185
WAYNE COUNTY DETROIT CITY 01323,473
WAYNE COUNTY DETROIT CITY 01324,419
WAYNE COUNTY DETROIT CITY 01325,314
WAYNE COUNTY DETROIT CITY 01326,218
WAYNE COUNTY DETROIT CITY 01327,262
WAYNE COUNTY DETROIT CITY 01328,325
WAYNE COUNTY DETROIT CITY 01329,285
WAYNE COUNTY DETROIT CITY 07330,506
WAYNE COUNTY DETROIT CITY 07331,323
WAYNE COUNTY DETROIT CITY 07332,245
WAYNE COUNTY DETROIT CITY 07333,293
WAYNE COUNTY DETROIT CITY 07334,216
WAYNE COUNTY DETROIT CITY 07335,358
WAYNE COUNTY DETROIT CITY 07336,346
WAYNE COUNTY DETROIT CITY 07337,328
WAYNE COUNTY DETROIT CITY 07338,429
WAYNE COUNTY DETROIT CITY 07339,336
WAYNE COUNTY DETROIT CITY 07340,167
WAYNE COUNTY DETROIT CITY 07341,442
WAYNE COUNTY DETROIT CITY 07342,428
WAYNE COUNTY DETROIT CITY 07343,430
WAYNE COUNTY DETROIT CITY 07344,415
WAYNE COUNTY DETROIT CITY 07345,503
WAYNE COUNTY DETROIT CITY 07346,314
WAYNE COUNTY DETROIT CITY 07347,514
WAYNE COUNTY DETROIT CITY 07348,279
WAYNE COUNTY DETROIT CITY 07349,194
WAYNE COUNTY DETROIT CITY 01350,174
WAYNE COUNTY DETROIT CITY 01351,260
WAYNE COUNTY DETROIT CITY 01352,521
WAYNE COUNTY DETROIT CITY 01353,127
WAYNE COUNTY DETROIT CITY 01354,329
WAYNE COUNTY DETROIT CITY 07355,514
WAYNE COUNTY DETROIT CITY 07356,377
WAYNE COUNTY DETROIT CITY 01357,202
WAYNE COUNTY DETROIT CITY 01358,336
WAYNE COUNTY DETROIT CITY 01359,335
WAYNE COUNTY DETROIT CITY 01360,371
WAYNE COUNTY DETROIT CITY 01361,438
WAYNE COUNTY DETROIT CITY 01362,195
WAYNE COUNTY DETROIT CITY 07363,371
WAYNE COUNTY DETROIT CITY 07364,189
WAYNE COUNTY DETROIT CITY 07365,207
WAYNE COUNTY DETROIT CITY 07366,229
WAYNE COUNTY DETROIT CITY 07367,257
WAYNE COUNTY DETROIT CITY 07368,341
WAYNE COUNTY DETROIT CITY 07369,503
WAYNE COUNTY DETROIT CITY 07370,291
WAYNE COUNTY DETROIT CITY 07371,324
WAYNE COUNTY DETROIT CITY 07372,162
WAYNE COUNTY DETROIT CITY 07373,308
WAYNE COUNTY DETROIT CITY 07374,335
WAYNE COUNTY DETROIT CITY 07375,404
WAYNE COUNTY DETROIT CITY 07376,337
WAYNE COUNTY DETROIT CITY 07377,330
WAYNE COUNTY DETROIT CITY 01378,278
WAYNE COUNTY DETROIT CITY 01379,479
WAYNE COUNTY DETROIT CITY 02380,349
WAYNE COUNTY DETROIT CITY 02381,304
WAYNE COUNTY DETROIT CITY 02382,206
WAYNE COUNTY DETROIT CITY 02383,365
WAYNE COUNTY DETROIT CITY 02384,476
WAYNE COUNTY DETROIT CITY 02385,252
WAYNE COUNTY DETROIT CITY 02386,336
WAYNE COUNTY DETROIT CITY 02387,289
WAYNE COUNTY DETROIT CITY 02388,156
WAYNE COUNTY DETROIT CITY 02389,331
WAYNE COUNTY DETROIT CITY 07390,175
WAYNE COUNTY DETROIT CITY 02391,158
WAYNE COUNTY DETROIT CITY 02392,332
WAYNE COUNTY DETROIT CITY 07393,339
WAYNE COUNTY DETROIT CITY 07394,323
WAYNE COUNTY DETROIT CITY 07395,272
WAYNE COUNTY DETROIT CITY 07396,287
WAYNE COUNTY DETROIT CITY 07397,341
WAYNE COUNTY DETROIT CITY 07398,359
WAYNE COUNTY DETROIT CITY 07399,392
WAYNE COUNTY DETROIT CITY 07400,249
WAYNE COUNTY DETROIT CITY 07401,260
WAYNE COUNTY DETROIT CITY 07402,273
WAYNE COUNTY DETROIT CITY 02403,348
WAYNE COUNTY DETROIT CITY 07404,215
WAYNE COUNTY DETROIT CITY 07405,341
WAYNE COUNTY DETROIT CITY 07406,363
WAYNE COUNTY DETROIT CITY 07407,209
WAYNE COUNTY DETROIT CITY 07408,420
WAYNE COUNTY DETROIT CITY 07409,313
WAYNE COUNTY DETROIT CITY 07410,440
WAYNE COUNTY DETROIT CITY 07411,172
WAYNE COUNTY DETROIT CITY 07412,183
WAYNE COUNTY DETROIT CITY 07413,456
WAYNE COUNTY DETROIT CITY 07414,179
WAYNE COUNTY DETROIT CITY 07415,346
WAYNE COUNTY DETROIT CITY 06416,184
WAYNE COUNTY DETROIT CITY 06417,190
WAYNE COUNTY DETROIT CITY 06418,373
WAYNE COUNTY DETROIT CITY 06419,226
WAYNE COUNTY DETROIT CITY 06420,194
WAYNE COUNTY DETROIT CITY 06421,193
WAYNE COUNTY DETROIT CITY 06422,313
WAYNE COUNTY DETROIT CITY 06423,355
WAYNE COUNTY DETROIT CITY 06424,393
WAYNE COUNTY DETROIT CITY 06425,479
WAYNE COUNTY DETROIT CITY 07426,162
WAYNE COUNTY DETROIT CITY 07427,315
WAYNE COUNTY DETROIT CITY 07428,379
WAYNE COUNTY DETROIT CITY 07429,272
WAYNE COUNTY DETROIT CITY 07430,181
WAYNE COUNTY DETROIT CITY 07431,237
WAYNE COUNTY DETROIT CITY 05432,297
WAYNE COUNTY DETROIT CITY 05433,240
WAYNE COUNTY DETROIT CITY 05434,297
WAYNE COUNTY DETROIT CITY 05435,132
WAYNE COUNTY DETROIT CITY 05436,348
WAYNE COUNTY DETROIT CITY 05437,246
WAYNE COUNTY DETROIT CITY 05438,213
WAYNE COUNTY DETROIT CITY 05439,224
WAYNE COUNTY DETROIT CITY 05440,176
WAYNE COUNTY DETROIT CITY 05441,11
WAYNE COUNTY DETROIT CITY 05442,153
WAYNE COUNTY DETROIT CITY 05443,33
WAYNE COUNTY DETROIT CITY 05444,287
WAYNE COUNTY DETROIT CITY 05445,206
WAYNE COUNTY DETROIT CITY 05446,240
WAYNE COUNTY DETROIT CITY 05447,362
WAYNE COUNTY DETROIT CITY 05448,182
WAYNE COUNTY DETROIT CITY 05449,309
WAYNE COUNTY DETROIT CITY 06450,9
WAYNE COUNTY DETROIT CITY 06451,158
WAYNE COUNTY DETROIT CITY 05452,214
WAYNE COUNTY DETROIT CITY 06453,169
WAYNE COUNTY DETROIT CITY 05454,11
WAYNE COUNTY DETROIT CITY 05455,107
WAYNE COUNTY DETROIT CITY 05456,94
WAYNE COUNTY DETROIT CITY 06457,239
WAYNE COUNTY DETROIT CITY 06458,6
WAYNE COUNTY DETROIT CITY 06459,6
WAYNE COUNTY DETROIT CITY 06460,298
WAYNE COUNTY DETROIT CITY 06461,340
WAYNE COUNTY DETROIT CITY 06462,214
WAYNE COUNTY DETROIT CITY 06463,219
WAYNE COUNTY DETROIT CITY 06464,375
WAYNE COUNTY DETROIT CITY 06465,60
WAYNE COUNTY DETROIT CITY 06466,444
WAYNE COUNTY DETROIT CITY 06467,178
WAYNE COUNTY DETROIT CITY 06468,125
WAYNE COUNTY DETROIT CITY 06469,175
WAYNE COUNTY DETROIT CITY 06470,437
WAYNE COUNTY DETROIT CITY 06471,21
WAYNE COUNTY DETROIT CITY 06472,369
WAYNE COUNTY DETROIT CITY 06473,491
WAYNE COUNTY DETROIT CITY 06474,219
WAYNE COUNTY DETROIT CITY 06475,352
WAYNE COUNTY DETROIT CITY 06476,351
WAYNE COUNTY DETROIT CITY 06477,457
WAYNE COUNTY DETROIT CITY 06478,114
WAYNE COUNTY DETROIT CITY 06479,177
WAYNE COUNTY DETROIT CITY 06480,500
WAYNE COUNTY DETROIT CITY 06481,441
WAYNE COUNTY DETROIT CITY 06482,332
WAYNE COUNTY DETROIT CITY 06483,362
WAYNE COUNTY DETROIT CITY 06484,349
WAYNE COUNTY DETROIT CITY 06485,374
WAYNE COUNTY DETROIT CITY 06486,138
WAYNE COUNTY DETROIT CITY 06487,102
WAYNE COUNTY DETROIT CITY 06488,321
WAYNE COUNTY DETROIT CITY 06489,170
WAYNE COUNTY DETROIT CITY 01490,17
WAYNE COUNTY DETROIT CITY 04491,393
WAYNE COUNTY DETROIT CITY 03492,195
WAYNE COUNTY DETROIT CITY 05493,158
WAYNE COUNTY DETROIT CITY 05494,135
WAYNE COUNTY DETROIT CITY 01495,195
WAYNE COUNTY DETROIT CITY 05496,233
WAYNE COUNTY DETROIT CITY 05497,293
WAYNE COUNTY DETROIT CITY 07498,228
WAYNE COUNTY DETROIT CITY 04499,222
WAYNE COUNTY DETROIT CITY 06500,259
WAYNE COUNTY DETROIT CITY 01501,271
WAYNE COUNTY DETROIT CITY 04502,272
WAYNE COUNTY DETROIT CITY 03503,57
WAYNE COUNTY ECORSE CITY 00001,644
WAYNE COUNTY ECORSE CITY 00002,638
WAYNE COUNTY ECORSE CITY 00003,248
WAYNE COUNTY ECORSE CITY 00004,514
WAYNE COUNTY FLAT ROCK CITY 00001,647
WAYNE COUNTY FLAT ROCK CITY 00002,435
WAYNE COUNTY FLAT ROCK CITY 00003,409
WAYNE COUNTY FLAT ROCK CITY 00004,423
WAYNE COUNTY FLAT ROCK CITY 00005,416
WAYNE COUNTY GARDEN CITY CITY 00001,824
WAYNE COUNTY GARDEN CITY CITY 00002,630
WAYNE COUNTY GARDEN CITY CITY 00003,765
WAYNE COUNTY GARDEN CITY CITY 00004,392
WAYNE COUNTY GARDEN CITY CITY 00005,414
WAYNE COUNTY GARDEN CITY CITY 00006,652
WAYNE COUNTY GARDEN CITY CITY 00007,656
WAYNE COUNTY GARDEN CITY CITY 00008,893
WAYNE COUNTY GARDEN CITY CITY 00009,645
WAYNE COUNTY GARDEN CITY CITY 00010,572
WAYNE COUNTY GIBRALTAR CITY 00001,558
WAYNE COUNTY GIBRALTAR CITY 00002,625
WAYNE COUNTY GROSSE ILE TOWNSHIP 00001,664
WAYNE COUNTY GROSSE ILE TOWNSHIP 00002,646
WAYNE COUNTY GROSSE ILE TOWNSHIP 00003,632
WAYNE COUNTY GROSSE ILE TOWNSHIP 00004,798
WAYNE COUNTY GROSSE POINTE CITY 00001,689
WAYNE COUNTY GROSSE POINTE CITY 00002,793
WAYNE COUNTY GROSSE POINTE FARMS CITY 00001,386
WAYNE COUNTY GROSSE POINTE FARMS CITY 00002,648
WAYNE COUNTY GROSSE POINTE FARMS CITY 00003,562
WAYNE COUNTY GROSSE POINTE FARMS CITY 00004,406
WAYNE COUNTY GROSSE POINTE FARMS CITY 00005,653
WAYNE COUNTY GROSSE POINTE PARK CITY 00001,521
WAYNE COUNTY GROSSE POINTE PARK CITY 00002,533
WAYNE COUNTY GROSSE POINTE PARK CITY 00003,278
WAYNE COUNTY GROSSE POINTE PARK CITY 00004,449
WAYNE COUNTY GROSSE POINTE PARK CITY 00005,318
WAYNE COUNTY GROSSE POINTE PARK CITY 00006,453
WAYNE COUNTY GROSSE POINTE PARK CITY 00007,471
WAYNE COUNTY GROSSE POINTE WOODS CITY 00001,862
WAYNE COUNTY GROSSE POINTE WOODS CITY 00002,711
WAYNE COUNTY GROSSE POINTE WOODS CITY 00003,705
WAYNE COUNTY GROSSE POINTE WOODS CITY 00004,561
WAYNE COUNTY GROSSE POINTE WOODS CITY 00005,622
WAYNE COUNTY GROSSE POINTE WOODS CITY 00006,760
WAYNE COUNTY HAMTRAMCK CITY 00001,437
WAYNE COUNTY HAMTRAMCK CITY 00002,691
WAYNE COUNTY HAMTRAMCK CITY 00003,544
WAYNE COUNTY HAMTRAMCK CITY 00004,933
WAYNE COUNTY HAMTRAMCK CITY 00005,381
WAYNE COUNTY HAMTRAMCK CITY 00006,363
WAYNE COUNTY HAMTRAMCK CITY 00007,490
WAYNE COUNTY HARPER WOODS CITY 00001,550
WAYNE COUNTY HARPER WOODS CITY 00002,523
WAYNE COUNTY HARPER WOODS CITY 00003,603
WAYNE COUNTY HARPER WOODS CITY 00004,555
WAYNE COUNTY HARPER WOODS CITY 00005,716
WAYNE COUNTY HARPER WOODS CITY 00006,663
WAYNE COUNTY HIGHLAND PARK CITY 00001,428
WAYNE COUNTY HIGHLAND PARK CITY 00002,413
WAYNE COUNTY HIGHLAND PARK CITY 00003,546
WAYNE COUNTY HIGHLAND PARK CITY 00004,406
WAYNE COUNTY HIGHLAND PARK CITY 00005,324
WAYNE COUNTY HIGHLAND PARK CITY 00006,413
WAYNE COUNTY HURON TOWNSHIP 00001,706
WAYNE COUNTY HURON TOWNSHIP 00002,777
WAYNE COUNTY HURON TOWNSHIP 00003,700
WAYNE COUNTY HURON TOWNSHIP 00004,613
WAYNE COUNTY HURON TOWNSHIP 00005,691
WAYNE COUNTY HURON TOWNSHIP 00006,326
WAYNE COUNTY INKSTER CITY 01001,530
WAYNE COUNTY INKSTER CITY 01002,293
WAYNE COUNTY INKSTER CITY 02001,622
WAYNE COUNTY INKSTER CITY 02002,652
WAYNE COUNTY INKSTER CITY 03001,585
WAYNE COUNTY INKSTER CITY 03002,528
WAYNE COUNTY INKSTER CITY 04001,634
WAYNE COUNTY INKSTER CITY 04002,558
WAYNE COUNTY INKSTER CITY 05001,768
WAYNE COUNTY INKSTER CITY 06001,564
WAYNE COUNTY INKSTER CITY 06002,494
WAYNE COUNTY LINCOLN PARK CITY 00002,891
WAYNE COUNTY LINCOLN PARK CITY 00004,567
WAYNE COUNTY LINCOLN PARK CITY 00006,644
WAYNE COUNTY LINCOLN PARK CITY 00008,671
WAYNE COUNTY LINCOLN PARK CITY 00010,661
WAYNE COUNTY LINCOLN PARK CITY 00012,660
WAYNE COUNTY LINCOLN PARK CITY 00014,697
WAYNE COUNTY LINCOLN PARK CITY 00016,835
WAYNE COUNTY LINCOLN PARK CITY 00018,856
WAYNE COUNTY LINCOLN PARK CITY 00020,566
WAYNE COUNTY LINCOLN PARK CITY 00022,547
WAYNE COUNTY LINCOLN PARK CITY 00024,356
WAYNE COUNTY LIVONIA CITY 00001A,784
WAYNE COUNTY LIVONIA CITY 00001B,339
WAYNE COUNTY LIVONIA CITY 00002A,617
WAYNE COUNTY LIVONIA CITY 00003A,430
WAYNE COUNTY LIVONIA CITY 00003B,697
WAYNE COUNTY LIVONIA CITY 00004A,762
WAYNE COUNTY LIVONIA CITY 00007A,634
WAYNE COUNTY LIVONIA CITY 00008A,446
WAYNE COUNTY LIVONIA CITY 00008B,409
WAYNE COUNTY LIVONIA CITY 00009A,671
WAYNE COUNTY LIVONIA CITY 00010A,463
WAYNE COUNTY LIVONIA CITY 00011A,654
WAYNE COUNTY LIVONIA CITY 00012A,570
WAYNE COUNTY LIVONIA CITY 00013A,615
WAYNE COUNTY LIVONIA CITY 00014A,632
WAYNE COUNTY LIVONIA CITY 00015A,546
WAYNE COUNTY LIVONIA CITY 00016A,505
WAYNE COUNTY LIVONIA CITY 00016B,366
WAYNE COUNTY LIVONIA CITY 00017A,517
WAYNE COUNTY LIVONIA CITY 00017B,461
WAYNE COUNTY LIVONIA CITY 00018A,596
WAYNE COUNTY LIVONIA CITY 00019A,519
